accuracy,balanced_accuracy,f1_macro,f1_weighted,auc_macro_ovr,fold
0.9594594594594594,0.9550000000000001,0.9549308755760368,0.958998629966372,0.9973441670225259,1
0.918918918918919,0.9211764705882353,0.9238326585695006,0.9174891490680965,0.984296310629515,2
0.9452054794520548,0.9529411764705882,0.9466666666666667,0.9436399217221135,0.9809891149442234,3
0.9452054794520548,0.9424836601307189,0.9475630252100841,0.9453896627144008,0.9852941176470589,4
0.9041095890410958,0.916078431372549,0.9103888151367808,0.902370786786941,0.9807539682539682,5
