accuracy,balanced_accuracy,f1_macro,f1_weighted,auc_macro_ovr,fold
0.8783783783783784,0.8739705882352939,0.8767098226850548,0.8782870965533505,0.9834615427386926,1
0.8648648648648649,0.8626260504201682,0.8648081034541135,0.8619940954406149,0.9553871970748371,2
0.9315068493150684,0.939607843137255,0.9311121062845201,0.9306242804589522,0.987294110021504,3
0.8904109589041096,0.8833986928104576,0.8851987138941599,0.8883767787568703,0.9697458063685245,4
0.8767123287671232,0.8909803921568628,0.8836924858820531,0.873175486072296,0.9697401719308413,5
