accuracy,balanced_accuracy,f1_macro,f1_weighted,auc_macro_ovr,fold
0.7432432432432432,0.7099019607843138,0.7015546421998035,0.7231700251752562,0.9368892703694724,1
0.6486486486486487,0.6077731092436974,0.5419770114942529,0.5753836595215905,0.822363450144123,2
0.6986301369863014,0.6541176470588235,0.6022774388731836,0.6449647700012026,0.9393830375465371,3
0.7397260273972602,0.6792156862745099,0.6353396723565128,0.6920295597888946,0.897403691361602,4
0.6986301369863014,0.6407843137254903,0.6029338479577878,0.6543456742365631,0.9038795518207283,5
